Source,X,Y,Z,Nanoseconds
VR,0.0490946,-0.219225,1.03426,300667837
6939,1.448,2.298,1.14,300926234
VR,0.0490824,-0.21917,1.03424,301226382
VR,0.0490702,-0.219116,1.03421,301783487
VR,0.0490587,-0.219058,1.03418,302341152
VR,0.0490462,-0.219001,1.03416,302926218
6e19,1.305,2.13,0.94,303260055
6e4a,1.559,2.104,1.257,303466797
VR,0.0490339,-0.218941,1.03413,303514518
VR,0.0490218,-0.218886,1.0341,304072510
VR,0.0490094,-0.218828,1.03408,304652927
VR,0.0489967,-0.21877,1.03405,305241478
6957,1.482,2.187,1.437,305365175
VR,0.0489846,-0.218709,1.03402,305831035
VR,0.0489719,-0.21865,1.03399,306421048
VR,0.0489591,-0.21859,1.03396,307017957
VR,0.0489476,-0.218531,1.03393,307579455
6939,1.408,2.219,1.106,307645812
VR,0.0489351,-0.218471,1.03391,308169910
VR,0.0489235,-0.218413,1.03388,308733107
VR,0.0488504,-0.218306,1.03385,309293234
VR,0.0488392,-0.218247,1.03382,309851649
VR,0.0488274,-0.218191,1.0338,310407828
VR,0.048816,-0.21813,1.03377,310964803
VR,0.0488033,-0.218068,1.03374,311566410
VR,0.0487912,-0.218006,1.03372,312155059
6e19,1.315,2.137,0.765,312464706
VR,0.0487789,-0.217945,1.03369,312744867
VR,0.0487669,-0.217882,1.03366,313334281
VR,0.0487548,-0.217821,1.03363,313922806
6e4a,1.36,2.149,1.083,314180137
VR,0.0487427,-0.217759,1.03361,314511994
VR,0.0487299,-0.217694,1.03358,315142242
VR,0.0487182,-0.217629,1.03355,315754880
6e19,1.303,2.141,0.671,316291083
VR,0.0487068,-0.21757,1.03352,316318237
VR,0.0486956,-0.217509,1.03348,316907296
6939,1.377,2.182,1.056,317414124
VR,0.048685,-0.217448,1.03345,317469293
VR,0.0486732,-0.217386,1.03342,318060092
VR,0.0486625,-0.217326,1.0334,318621940
VR,0.0486523,-0.21727,1.03338,319142324
VR,0.0486424,-0.217212,1.03335,319677623
VR,0.0486314,-0.217148,1.03332,320264675
VR,0.0486208,-0.217082,1.0333,320853965
VR,0.0486103,-0.217021,1.03327,321414410
VR,0.0485996,-0.216955,1.03324,322007491
VR,0.0485889,-0.216891,1.03322,322595631
6957,1.468,2.157,1.439,323096768
VR,0.048579,-0.21683,1.03319,323155970
VR,0.0485691,-0.216769,1.03317,323714746
VR,0.048559,-0.216708,1.03314,324272504
VR,0.0486156,-0.216626,1.03311,324827765
VR,0.048607,-0.216565,1.03309,325382604
VR,0.0485973,-0.216503,1.03306,325941816
6e19,1.286,2.123,0.581,326303848
VR,0.048589,-0.21644,1.03304,326502535
VR,0.0485795,-0.216378,1.03301,327059359
VR,0.0485715,-0.216315,1.03299,327615903
6957,1.474,2.133,1.418,327976037
VR,0.0485623,-0.216253,1.03296,328177188
VR,0.0485532,-0.216191,1.03293,328736083
6e4a,1.238,2.231,0.73,328901965
VR,0.0485439,-0.216129,1.03291,329294645
VR,0.0485379,-0.216063,1.03289,329854446
VR,0.0485293,-0.216,1.03286,330410911
VR,0.0485206,-0.215938,1.03283,330967072
VR,0.048515,-0.215874,1.03281,331522104
VR,0.0485067,-0.215811,1.03279,332081508
VR,0.0484985,-0.215748,1.03276,332642334
VR,0.0484903,-0.215685,1.03274,333202300
VR,0.0484854,-0.215616,1.03271,333783662
VR,0.0485404,-0.215637,1.03263,334342110
VR,0.0485364,-0.215572,1.03261,334899929
VR,0.0485297,-0.215509,1.03258,335455151
VR,0.0485226,-0.215442,1.03255,336054370
VR,0.0485157,-0.215376,1.03253,336616157
VR,0.0485131,-0.215311,1.0325,337173228
VR,0.0485071,-0.215245,1.03248,337742441
VR,0.0485039,-0.215179,1.03245,338297513
VR,0.0484986,-0.215114,1.03243,338855966
VR,0.0484946,-0.215048,1.0324,339418798
6939,1.293,2.277,0.85,340061186
VR,0.048489,-0.214973,1.03237,340068810
6957,1.445,2.141,1.358,340260707
VR,0.0484837,-0.214904,1.03235,340659248
VR,0.0484787,-0.214836,1.03232,341248433
VR,0.0484366,-0.214707,1.03229,341837520
VR,0.0484319,-0.214639,1.03226,342417473
VR,0.0484272,-0.21457,1.03224,343006378
VR,0.0484275,-0.214499,1.03221,343599665
VR,0.0484239,-0.214434,1.03218,344161035
VR,0.0484226,-0.214365,1.03216,344743349
6e4a,1.207,2.252,0.629,345231204
VR,0.0484192,-0.214295,1.03213,345337528
VR,0.0484185,-0.214224,1.0321,345930583
VR,0.0484194,-0.214157,1.03208,346491504
VR,0.0484172,-0.214081,1.03205,347139047
VR,0.0484167,-0.214016,1.03202,347685924
VR,0.0484152,-0.213936,1.03199,348359011
VR,0.0484153,-0.213866,1.03197,348950580
VR,0.0484141,-0.213794,1.03194,349552347
VR,0.0484225,-0.213739,1.03191,350110742
VR,0.048422,-0.213673,1.03188,350666766
VR,0.0484213,-0.213602,1.03185,351265895
VR,0.0484205,-0.213535,1.03183,351824250
VR,0.0484248,-0.213465,1.0318,352410725
VR,0.048425,-0.213394,1.03177,352999158
VR,0.0484252,-0.213323,1.03174,353593221
VR,0.0484301,-0.213253,1.03172,354182292
VR,0.0484312,-0.213182,1.03169,354776350
VR,0.0484324,-0.213111,1.03166,355371607
VR,0.0484335,-0.213039,1.03163,355966349
6e19,1.296,2.064,0.978,356252090
VR,0.0484393,-0.212973,1.03161,356524736
6e4a,1.195,2.267,0.569,356713741
VR,0.0484413,-0.212903,1.03158,357108063
6e19,1.31,2.087,0.852,357561809
VR,0.0484432,-0.212836,1.03155,357666921
VR,0.0484452,-0.212766,1.03152,358253424
VR,0.0485009,-0.212678,1.03149,358850765
VR,0.048504,-0.212606,1.03146,359451298
6957,1.246,2.254,1.228,359870750
VR,0.0485089,-0.212539,1.03144,360011931
VR,0.0485141,-0.212472,1.03141,360570885
VR,0.0485178,-0.212399,1.03138,361173019
VR,0.0485214,-0.212332,1.03135,361733859
VR,0.0485252,-0.21226,1.03133,362331081
6939,1.183,2.322,0.867,362904330
VR,0.0485337,-0.212187,1.03129,362932938
VR,0.048538,-0.21212,1.03127,363493176
VR,0.048546,-0.212049,1.03124,364072199
VR,0.0485512,-0.211978,1.03121,364661285
VR,0.0485564,-0.211907,1.03118,365250061
VR,0.0485617,-0.211836,1.03115,365839065
VR,0.0485867,-0.211787,1.03111,366427182
VR,0.0485927,-0.211716,1.03108,367015402
VR,0.0486003,-0.211645,1.03105,367605104
VR,0.0486076,-0.211577,1.03102,368173507
VR,0.0486141,-0.211506,1.03099,368761318
VR,0.0486228,-0.211439,1.03096,369322746
VR,0.0486302,-0.211368,1.03093,369911680
VR,0.0486375,-0.211297,1.0309,370501315
VR,0.0486448,-0.211227,1.03087,371083064
VR,0.048654,-0.211156,1.03084,371678296
VR,0.0486616,-0.211085,1.03081,372267021
VR,0.0486691,-0.211015,1.03078,372849602
VR,0.0486768,-0.210945,1.03075,373438632
6e4a,1.2,2.299,0.503,373798017
VR,0.048689,-0.210876,1.03072,374021962
VR,0.048697,-0.210809,1.0307,374583350
